data,label,new_label
"{'id': 'M226FO', 'data': 'okk', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,2
"{'id': 'P7FSAI', 'data': 'Plz didnot send me message plz stop I am not interested', 'message_order': 5, 'comments': ['']}",notInterested,5
"{'id': 'W4XCV5', 'data': 'Who', 'message_order': 1, 'comments': ['']}",dontMeetRequirements,2
"{'id': 'H4450O', 'data': 'Thnaks bro', 'message_order': 3, 'comments': ['']}",greeting,3
"{'id': 'BD4CSY', 'data': 'Tanq', 'message_order': 2, 'comments': ['']}",notInterested,3
"{'id': '6AGA6D', 'data': 'Llr', 'message_order': 2, 'comments': ['']}",notInterested,6
"{'id': 'PCLHAA', 'data': 'Okay', 'message_order': 3, 'comments': ['']}",greeting,2
"{'id': 'RV83UW', 'data': 'If you are computer so I block you', 'message_order': 1, 'comments': ['']}",whoAreYou,5
"{'id': 'KCGIRE', 'data': 'which location in job', 'message_order': 3, 'comments': ['']}",whoAreYou,1
"{'id': '2QYU5Y', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': 'W28AV1', 'data': 'Sorry sir naku bike radu', 'message_order': 4, 'comments': ['']}",notInterested,4
"{'id': 'RJO2YD', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': 'AKA188', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou,2
"{'id': 'G0YTF6', 'data': 'how r u', 'message_order': 0, 'comments': ['']}",notInterested,3
"{'id': 'U46CVI', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",notInterested,3
"{'id': 'VGXE1C', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",notInterested,2
"{'id': 'D179FV', 'data': 'License ny he', 'message_order': 4, 'comments': ['']}",notInterested,4
"{'id': 'CCGCRF', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': 'P72J31', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",notInterested,3
"{'id': 'XFOTY8', 'data': 'Good morning have a nice day', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': 'FR38MF', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",location,3
"{'id': 'IRZGRB', 'data': 'Hii', 'message_order': 0, 'comments': ['']}",whoAreYou,3
"{'id': 'A01YM4', 'data': 'Hi good morning', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': 'CIWI4T', 'data': 'Hiiii', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': 'REE7P9', 'data': 'But I have driving licence', 'message_order': 3, 'comments': ['']}",notInterested,6
"{'id': 'ZEFB5A', 'data': 'hi', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': 'RIZC3T', 'data': 'I have learning license', 'message_order': 0, 'comments': ['']}",notInterested,6
"{'id': 'DO37RG', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou,2
"{'id': '7FP5J7', 'data': 'Learning license', 'message_order': 3, 'comments': ['']}",whoAreYou,6
"{'id': '5QUNWY', 'data': 'Sorry I am not interested now.', 'message_order': 1, 'comments': ['']}",whoAreYou,5
"{'id': 'VPKPIC', 'data': 'where I should come', 'message_order': 0, 'comments': ['']}",whoAreYou,1
"{'id': 'AUKHAR', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': '7KW0FL', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'TSOCHE', 'data': 'Okay', 'message_order': 5, 'comments': ['']}",greeting,2
"{'id': 'DS92QJ', 'data': 'Ok sir', 'message_order': 1, 'comments': ['']}",greeting,2
"{'id': 'MR1BZE', 'data': 'hi sir', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,3
"{'id': '6IL510', 'data': ""I don't have license"", 'message_order': 3, 'comments': ['']}",greeting,4
"{'id': 'Z1BBP1', 'data': 'K', 'message_order': 0, 'comments': ['']}",whoAreYou,2
"{'id': 'E11MWG', 'data': 'hi', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,3
"{'id': '9D4Y64', 'data': 'K', 'message_order': 4, 'comments': ['']}",whoAreYou,2
"{'id': 'HQWDXL', 'data': 'Ya but. I have LLR', 'message_order': 4, 'comments': ['']}",whoAreYou,6
"{'id': 'COQGDV', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'QPXXDC', 'data': 'Im not interested in swiggy', 'message_order': 3, 'comments': ['']}",whoAreYou,5
"{'id': 'G131JB', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",dontMeetRequirements,2
"{'id': 'X73HPY', 'data': 'Ok sir', 'message_order': 1, 'comments': ['']}",greeting,2
"{'id': 'N6CG21', 'data': 'Thanks', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': 'TAAJV9', 'data': 'I have learning license only', 'message_order': 0, 'comments': ['']}",whoAreYou,6
"{'id': 'SPEZ29', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': '5E1UXA', 'data': 'Sorry', 'message_order': 5, 'comments': ['']}",whoAreYou,4
"{'id': 'V9Q6RP', 'data': 'Na location change chesaru', 'message_order': 3, 'comments': ['']}",whoAreYou,1
"{'id': 'F0SL79', 'data': 'Hello', 'message_order': 4, 'comments': ['']}",whoAreYou,3
"{'id': 'DGD773', 'data': 'Sorry', 'message_order': 2, 'comments': ['']}",whoAreYou,4
"{'id': 'JDBKFQ', 'data': 'Hello sollu pa', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': 'SY7UB4', 'data': 'Kk', 'message_order': 0, 'comments': ['']}",notInterested,2
"{'id': '6VG42M', 'data': ""Thank you sir but I don't have a bike"", 'message_order': 1, 'comments': ['']}",whoAreYou,4
"{'id': 'R12ZW7', 'data': 'Hlo', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': 'DFWT8G', 'data': 'Okk', 'message_order': 1, 'comments': ['']}",dontMeetRequirements,2
"{'id': 'KM74WF', 'data': 'Tq', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': 'DDSON4', 'data': 'License nahi hai', 'message_order': 2, 'comments': ['']}",greeting,4
"{'id': 'WB6CAM', 'data': 'I want job but I have LR liasen', 'message_order': 3, 'comments': ['']}",greeting,6
"{'id': 'N0TDBQ', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",location,3
"{'id': 'DYD4MX', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': 'IULHDF', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",greeting,2
"{'id': 'KNM96V', 'data': 'I do not have a bike license.', 'message_order': 4, 'comments': ['']}",notInterested,4
"{'id': 'L4YW36', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",whoAreYou,2
"{'id': '4KLH28', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou,2
"{'id': '4IRB9W', 'data': 'Thanks', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': '7BH1QX', 'data': ""I don't have a bike not even driving licence"", 'message_order': 0, 'comments': ['']}",whoAreYou,4
"{'id': '2SI7HJ', 'data': 'K', 'message_order': 4, 'comments': ['']}",greeting,2
"{'id': 'HB3IIR', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'XS8GIU', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",greeting,3
"{'id': 'PX6QJF', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou,3
"{'id': 'DJAQN6', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': 'T6WR9P', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'OEIZXM', 'data': 'Thanks', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': 'THGW0X', 'data': ""Yes sir.. I didn't D L n bike"", 'message_order': 2, 'comments': ['']}",location,4
"{'id': 'GJM13I', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'XVAEMH', 'data': 'Job location wr r u', 'message_order': 2, 'comments': ['']}",whoAreYou,1
"{'id': 'QDLS2Z', 'data': 'hi', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'ZSPF88', 'data': 'Okay', 'message_order': 5, 'comments': ['']}",notInterested,2
"{'id': 'ZV0FPS', 'data': 'Okh', 'message_order': 3, 'comments': ['']}",whoAreYou,2
"{'id': 'K88FOL', 'data': 'Stop messaging', 'message_order': 3, 'comments': ['']}",whoAreYou,5
"{'id': 'VN9S16', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': 'SWKWY7', 'data': 'Great....Good night', 'message_order': 2, 'comments': ['']}",whoAreYou,3
"{'id': 'QEQ1PJ', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': '37OLG4', 'data': ""He'll sar"", 'message_order': 4, 'comments': ['']}",notInterested,3
"{'id': 'UI5CV5', 'data': 'Which location are their', 'message_order': 1, 'comments': ['']}",whoAreYou,1
"{'id': 'IN20W3', 'data': 'Learners licence is available', 'message_order': 5, 'comments': ['']}",whoAreYou,6
"{'id': 'MTXKGZ', 'data': 'Bro not interested', 'message_order': 0, 'comments': ['']}",whoAreYou,5
"{'id': 'WD0C2T', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",notInterested,3
"{'id': 'C1PIYR', 'data': 'Sir', 'message_order': 1, 'comments': ['']}",whoAreYou,3
"{'id': 'P07N01', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'I9FQCF', 'data': ""Sorry sir I don't have bike"", 'message_order': 4, 'comments': ['']}",notInterested,4
"{'id': 'QTCXZ3', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': 'ZOJGB7', 'data': 'Sir..\n But I did not have pancard and bank account', 'message_order': 0, 'comments': ['']}",greeting,4
"{'id': 'FLIQBX', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou,2
"{'id': 'HT27EN', 'data': 'Kelasa Elva', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'R0O6N5', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",greeting,2
"{'id': 'L7LKT2', 'data': 'Ledu', 'message_order': 3, 'comments': ['']}",greeting,4
"{'id': 'UANW3N', 'data': 'Sir', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': '7USLC2', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",location,3
"{'id': 'FKFA1L', 'data': 'hi', 'message_order': 3, 'comments': ['']}",greeting,3
"{'id': 'B9RDD2', 'data': 'Hello', 'message_order': 1, 'comments': ['']}",whoAreYou,3
"{'id': 'FYZWM5', 'data': 'K', 'message_order': 4, 'comments': ['']}",whoAreYou,2
"{'id': 'V6LDC1', 'data': 'Good morning.....', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': '164V1L', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",notInterested,3
"{'id': 'UF2EUD', 'data': 'OK', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': 'BKKXDG', 'data': 'no', 'message_order': 4, 'comments': ['']}",notInterested,4
"{'id': 'E5F6CQ', 'data': 'No licence', 'message_order': 2, 'comments': ['']}",whoAreYou,4
"{'id': 'QCMLGN', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': '9PEM65', 'data': 'Thank u', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': '8BSIMO', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",whoAreYou,3
"{'id': '03TAJV', 'data': 'Oky', 'message_order': 0, 'comments': ['']}",greeting,2
"{'id': 'CF6NIV', 'data': 'Sorry', 'message_order': 4, 'comments': ['']}",notInterested,4
"{'id': 'MUB3FU', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'E5JXZL', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'MJRLEM', 'data': 'Abhi nhi phir kbhi', 'message_order': 2, 'comments': ['']}",greeting,5
"{'id': '1ZCQBV', 'data': 'Tell me Job location', 'message_order': 2, 'comments': ['']}",greeting,1
"{'id': '09E45T', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': 'IUVLBI', 'data': 'Good night', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': '5QOVNP', 'data': 'Okey sir', 'message_order': 0, 'comments': ['']}",greeting,2
"{'id': 'ON0YEE', 'data': 'Kaha he job', 'message_order': 2, 'comments': ['']}",notInterested,1
"{'id': 'FQDGK7', 'data': 'hii', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': 'KHTZER', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'LM326C', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",notInterested,3
"{'id': 'H3MW11', 'data': 'Hiiii', 'message_order': 0, 'comments': ['']}",notInterested,3
"{'id': 'DUGYJD', 'data': 'Location??', 'message_order': 2, 'comments': ['']}",greeting,1
"{'id': 'VPXQHL', 'data': 'Mai bike nai chalata hu', 'message_order': 1, 'comments': ['']}",notInterested,4
"{'id': '3ZYOGB', 'data': 'Hey will u just stop this', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,5
"{'id': '3HZYA4', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",greeting,2
"{'id': 'T9WL4I', 'data': 'hlo', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': 'OC3DV7', 'data': 'I have no vehicle', 'message_order': 5, 'comments': ['']}",dontMeetRequirements,4
"{'id': 'YJ4537', 'data': 'For this', 'message_order': 0, 'comments': ['']}",whoAreYou,3
"{'id': 'IP15RQ', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou,2
"{'id': 'O4FJSW', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': 'HDXI1F', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou,2
"{'id': '94JJAW', 'data': 'Gn', 'message_order': 1, 'comments': ['']}",whoAreYou,3
"{'id': 'WX6AGH', 'data': 'Okay', 'message_order': 1, 'comments': ['']}",notInterested,2
"{'id': 'F3EA2C', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",greeting,2
"{'id': 'ADZCIU', 'data': 'Learning license', 'message_order': 0, 'comments': ['']}",greeting,6
"{'id': '0CWUPT', 'data': 'No need thank you', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'F474R2', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': 'FM3QFK', 'data': 'Where is kasturi nager', 'message_order': 0, 'comments': ['']}",notInterested,1
"{'id': 'HE1X8Y', 'data': 'Job location', 'message_order': 0, 'comments': ['']}",whoAreYou,1
"{'id': 'RQ6SL0', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",greeting,2
"{'id': 'JAY0T6', 'data': 'Hii', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,3
"{'id': '086N43', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou,3
"{'id': 'PR8UMM', 'data': 'Thanks for the info', 'message_order': 4, 'comments': ['']}",location,3
"{'id': '2KFWIG', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'H79VAQ', 'data': ""I don't have bike and Dl Bro"", 'message_order': 0, 'comments': ['']}",notInterested,4
"{'id': 'MPJIAH', 'data': 'hi', 'message_order': 4, 'comments': ['']}",notInterested,3
"{'id': 'AGANXR', 'data': 'Stopped', 'message_order': 0, 'comments': ['']}",greeting,5
"{'id': '33PLHY', 'data': 'K', 'message_order': 4, 'comments': ['']}",greeting,2
"{'id': 'NAA66N', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",notInterested,2
"{'id': 'YHKPQE', 'data': 'Kindly don text to this number', 'message_order': 5, 'comments': ['']}",notInterested,5
"{'id': '046WH0', 'data': 'Hl', 'message_order': 3, 'comments': ['']}",notInterested,3
"{'id': 'PKZ99B', 'data': 'Mere pass bike or license nahi hr', 'message_order': 0, 'comments': ['']}",greeting,4
"{'id': 'FZUS1L', 'data': 'Kindly don text to this number', 'message_order': 4, 'comments': ['']}",whoAreYou,5
"{'id': 'IMGPVX', 'data': 'I dont want to delivery jobs', 'message_order': 0, 'comments': ['']}",greeting,5
"{'id': 'XIV6P6', 'data': 'Good night', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'EN3611', 'data': ""But I can't pay Rs.500"", 'message_order': 2, 'comments': ['']}",notInterested,4
"{'id': 'EOM2H8', 'data': 'I have no bike', 'message_order': 4, 'comments': ['']}",greeting,4
"{'id': '1V696S', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou,2
"{'id': '6G95DC', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",notInterested,3
"{'id': 'SLVFSA', 'data': 'Kaunsi si jagah job Milega', 'message_order': 1, 'comments': ['']}",whoAreYou,1
"{'id': '7ZUAO9', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",whoAreYou,3
"{'id': '235F9O', 'data': 'Baik nhi hai', 'message_order': 5, 'comments': ['']}",greeting,4
"{'id': 'B7ZJ9U', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",whoAreYou,2
"{'id': 'O9JH2A', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'ZSLLF0', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': 'Z8W1PA', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",greeting,3
"{'id': '28WE95', 'data': 'I get licensee in 1month', 'message_order': 4, 'comments': ['']}",notInterested,4
"{'id': 'CXE2QX', 'data': 'Hello sir', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': 'URKJO7', 'data': 'I have no bike', 'message_order': 3, 'comments': ['']}",notInterested,4
"{'id': 'YGG7LW', 'data': 'Chal nikl', 'message_order': 3, 'comments': ['']}",greeting,5
"{'id': 'DK96EP', 'data': 'Location vasai hai', 'message_order': 2, 'comments': ['']}",whoAreYou,1
"{'id': 'V0UY6B', 'data': 'Hey hi', 'message_order': 0, 'comments': ['']}",whoAreYou,3
"{'id': '4UXIZP', 'data': 'Present bike ledu tesukovali', 'message_order': 2, 'comments': ['']}",notInterested,4
"{'id': 'UFF6SY', 'data': 'Hiii', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': 'ZIYE6F', 'data': 'Hi unnati', 'message_order': 4, 'comments': ['']}",whoAreYou,3
"{'id': 'IF4MIE', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",notInterested,2
"{'id': '9M8W8Z', 'data': 'Which area sir', 'message_order': 4, 'comments': ['']}",location,1
"{'id': 'DL62C5', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested,2
"{'id': 'LSB6D1', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': 'KWXA1A', 'data': 'Acha ji', 'message_order': 2, 'comments': ['']}",notInterested,2
"{'id': 'UZTJJN', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",whoAreYou,3
"{'id': 'PHC311', 'data': 'I am going to block you', 'message_order': 5, 'comments': ['']}",greeting,5
"{'id': 'O88VMG', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",location,3
"{'id': 'OCSV3I', 'data': ""Sir I don't need delivery jobs\n That's it"", 'message_order': 2, 'comments': ['']}",whoAreYou,5
"{'id': 'LGC08Q', 'data': 'Gn', 'message_order': 3, 'comments': ['']}",location,3
"{'id': 'I454KT', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",notInterested,3
"{'id': 'O509X8', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'GYE4YW', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': 'A8VQ26', 'data': 'Am not interested', 'message_order': 3, 'comments': ['']}",whoAreYou,5
"{'id': 'TIF3RR', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'AO7FQE', 'data': 'Location', 'message_order': 4, 'comments': ['']}",whoAreYou,1
"{'id': 'QVA0ET', 'data': 'Hiii', 'message_order': 4, 'comments': ['']}",whoAreYou,3
"{'id': 'ZVK64K', 'data': 'Where job', 'message_order': 2, 'comments': ['']}",whoAreYou,1
"{'id': '52YKF9', 'data': ""But I don't have driving licence"", 'message_order': 3, 'comments': ['']}",whoAreYou,4
"{'id': '3IY450', 'data': 'Good morning', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'GF2NBM', 'data': 'Kk', 'message_order': 2, 'comments': ['']}",greeting,2
"{'id': '2RBDA7', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'TA5WVC', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",greeting,2
"{'id': 'MUQDUS', 'data': 'Address kaha hai', 'message_order': 4, 'comments': ['']}",greeting,1
"{'id': 'ADNP05', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",whoAreYou,2
"{'id': '02J6AH', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested,2
"{'id': 'DZKRA8', 'data': 'Accha', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': '8KPBCZ', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'HNHLTX', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",whoAreYou,3
"{'id': 'PRULYV', 'data': 'hiiii', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': '6CYRQ4', 'data': 'Driving licence nahi hey', 'message_order': 1, 'comments': ['']}",greeting,4
"{'id': 'GV9EL7', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'LLW7ZI', 'data': ""Hello sir I don't have a bike but rest all documents i have it sir"", 'message_order': 0, 'comments': ['']}",notInterested,4
"{'id': 'GJDMDT', 'data': 'Oka', 'message_order': 2, 'comments': ['']}",whoAreYou,2
"{'id': 'LO5PRH', 'data': 'Good morning', 'message_order': 2, 'comments': ['']}",location,3
"{'id': 'YTCOVO', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': '17W2WV', 'data': 'K', 'message_order': 3, 'comments': ['']}",notInterested,2
"{'id': '85BQN9', 'data': 'I have learner license', 'message_order': 2, 'comments': ['']}",dontMeetRequirements,6
"{'id': '53JK8R', 'data': 'Thank you ...', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'Q9MIC0', 'data': 'nko', 'message_order': 5, 'comments': ['']}",notInterested,2
"{'id': 'OHC7GR', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': 'DU84G4', 'data': 'OK', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': '37DZZ1', 'data': 'Hello sir', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'OY3IWJ', 'data': 'I have no bike', 'message_order': 2, 'comments': ['']}",whoAreYou,4
"{'id': 'FEYRJN', 'data': 'I will no bike & dl', 'message_order': 4, 'comments': ['']}",greeting,4
"{'id': 'UTBL5H', 'data': 'Okay', 'message_order': 1, 'comments': ['']}",dontMeetRequirements,2
"{'id': 'SUDVZZ', 'data': 'No . I say near r t nagar', 'message_order': 1, 'comments': ['']}",whoAreYou,1
"{'id': 'IUDZU7', 'data': 'I no redy', 'message_order': 2, 'comments': ['']}",notInterested,5
"{'id': '52YK6C', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': 'O8F6MU', 'data': 'Job kha pila gi', 'message_order': 0, 'comments': ['']}",location,1
"{'id': 'R6HY0F', 'data': 'Kk', 'message_order': 2, 'comments': ['']}",whoAreYou,2
"{'id': 'TB33WO', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'XMB347', 'data': 'k', 'message_order': 3, 'comments': ['']}",notInterested,2
"{'id': 'RSUN4J', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': '5JRG68', 'data': 'Bike nahi hai', 'message_order': 3, 'comments': ['']}",notInterested,4
"{'id': 'TWWXCF', 'data': 'Where is u office', 'message_order': 2, 'comments': ['']}",notInterested,1
"{'id': 'X99JKG', 'data': 'Hii', 'message_order': 4, 'comments': ['']}",notInterested,3
"{'id': 'N6XVD7', 'data': 'Hello', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'Y5YDJB', 'data': 'Area?', 'message_order': 2, 'comments': ['']}",notInterested,1
"{'id': 'CUUCVT', 'data': 'Okay', 'message_order': 3, 'comments': ['']}",whoAreYou,2
"{'id': '8DAAR9', 'data': 'Good night', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'NIDT4A', 'data': 'I dont have a pancard even', 'message_order': 2, 'comments': ['']}",greeting,4
"{'id': 'O0XDID', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': '4M849W', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'S35OKB', 'data': 'Hello', 'message_order': 4, 'comments': ['']}",whoAreYou,3
"{'id': 'CQOP92', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'FN5Z5W', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",dontMeetRequirements,2
"{'id': 'HYLH1S', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': '95JNGU', 'data': 'Okay', 'message_order': 1, 'comments': ['']}",location,2
"{'id': '8D40AQ', 'data': 'We accept llr license', 'message_order': 3, 'comments': ['']}",whoAreYou,6
"{'id': 'EQKFND', 'data': 'Sir but mere pass bike aur licence nahi hai', 'message_order': 5, 'comments': ['']}",whoAreYou,4
"{'id': 'Y5125C', 'data': 'Hie', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': '9LX11E', 'data': 'Ya s but I have only LL no DL', 'message_order': 1, 'comments': ['']}",notInterested,6
"{'id': 'JI7V0E', 'data': 'Where is kasturi nagar', 'message_order': 1, 'comments': ['']}",whoAreYou,1
"{'id': 'U1YL8G', 'data': ""I don't have bike and license"", 'message_order': 3, 'comments': ['']}",notInterested,4
"{'id': 'XTUKQ8', 'data': '👾 ಬೆಳಗಿನ ಶುಭೋದಯ ಗಳು', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': '1BAJTY', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",location,3
"{'id': 'S6FC2N', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou,2
"{'id': 'NLVBNZ', 'data': ""Don't send am not interested"", 'message_order': 5, 'comments': ['']}",whoAreYou,5
"{'id': '374CIS', 'data': 'Good morning', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': 'EMQRX0', 'data': 'Oki', 'message_order': 3, 'comments': ['']}",whoAreYou,2
"{'id': 'CKIUDA', 'data': ""I dn't have a DL"", 'message_order': 5, 'comments': ['']}",dontMeetRequirements,4
"{'id': '08WGIU', 'data': 'Fine', 'message_order': 4, 'comments': ['']}",notInterested,2
"{'id': 'WEFZO2', 'data': ""Sir i don't know driving"", 'message_order': 5, 'comments': ['']}",greeting,4
"{'id': 'CVZV5B', 'data': 'job where are you', 'message_order': 2, 'comments': ['']}",whoAreYou,1
"{'id': 'ZJV5QL', 'data': 'Get lost', 'message_order': 0, 'comments': ['']}",greeting,5
"{'id': 'UW2T30', 'data': 'Hii', 'message_order': 1, 'comments': ['']}",whoAreYou,3
"{'id': '7R8POZ', 'data': 'Hi sir', 'message_order': 5, 'comments': ['']}",notInterested,3
